unitid,a011,a012,a013,a021,a022,a023,a041,a042,a043,a051,a052,a053,a061,a062,a063,a071,a072,a073,a081,a082,a083,a091,a092,a093,a101,a102,a103,a111,a112,a113,a121,a122,a123,a131,a132,a133,a141,a142,a143,a151,a152,a153,a161,a162,a163,part,aline03
"170532","14405353","0","14405353","","","","","","","","","","0","1047381","1047381","85082","0","85082","","","","1684873","991102","2675975","919100","2123391","3042491","0","586067","586067","3752736","0","3752736","","","","829603","32988","862591","","","","21676747","4780929","26457676","A",""
"170541","5028878","0","5028878","","","","6182350","0","6182350","5891155","230625","6121780","23040","2672949","2695989","0","354086","354086","","","","34847","320059","354906","","","","392410","0","392410","1700107","0","1700107","","","","299516","102730","402246","","","","19552303","3680449","23232752","A",""
"170550","2416453","20933","2437386","","","","5754213","0","5754213","4835749","0","4835749","0","2093676","2093676","230206","424978","655184","","","","0","820849","820849","","","","","","","1227930","0","1227930","","","","295596","0","295596","1137901","0","1137901","15898048","3360436","19258484","A",""
"170569","4307162","","4307162","","","","49096","","49096","","","","","558993","558993","","983573","983573","","","","91101","82086","173187","","","","","","","","","","","","","286142","6079","292221","","","","4733501","1630731","6364232","A",""
"170587","1254903","0","1254903","","","","2171525","0","2171525","1109874","0","1109874","0","1050104","1050104","133346","420193","553539","2725","59713","62438","81070","40300","121370","","","","","","","512344","0","512344","","","","195052","11743","206795","","","","5460839","1582053","7042892","A",""
"170620","2249720","0","2249720","","","","3091499","0","3091499","4920903","0","4920903","21675","981646","1003321","67439","449351","516790","58540","327609","386149","","","","","","","","","","557290","0","557290","","","","708210","41073","749283","","","","11675276","1799679","13474955","A",""
"170639","6535039","0","6535039","0","0","0","9312370","0","9312370","0","0","0","53337","1787356","1840693","11594","329972","341566","0","0","0","11698","346820","358518","0","110608","110608","26158","0","26158","7184269","0","7184269","0","0","0","991193","126373","1117566","0","0","0","24125658","2701129","26826787","A","0"
"170657","17074508","0","17074508","","","","20569400","0","20569400","14036832","0","14036832","40187","8975423","9015610","95918","1234883","1330801","282123","17676","299799","135501","364570","500071","","","","506910","2210","509120","1641514","0","1641514","","","","1360273","0","1360273","","","","55743166","10594762","66337928","A",""
"170675","20002952","0","20002952","0","0","0","552444","0","552444","0","0","0","0","1146380","1146380","0","2396738","2396738","0","18516","18516","751181","720669","1471850","0","91604","91604","","","","3290608","0","3290608","","","","365212","36612","401824","","","","24962397","4410519","29372916","A",""
"170693","61520","953704","1015224","","","","","","","","","","1185","350000","351185","4813","","4813","","","","2470","","2470","","","","","","","21675","","21675","","","","48457","","48457","","","","140120","1303704","1443824","A",""
"170790","21146539","0","21146539","","","","22662800","0","22662800","15316761","0","15316761","2598","3592434","3595032","15000","1182013","1197013","","","","1438","17443","18881","218","13097","13315","111251","0","111251","5430328","0","5430328","","","","1814240","0","1814240","","","","66501173","4804987","71306160","A",""
"170806","10841757","0","10841757","0","0","0","460232","0","460232","0","0","0","54013","1526889","1580902","2312","1499847","1502159","0","0","0","401568","200678","602246","592894","14024","606918","155299","110917","266216","1457627","0","1457627","0","0","0","217790","0","217790","61427","0","61427","14244919","3352355","17597274","A","0"
"170842","6154106","0","6154106","0","0","0","91927","0","91927","0","0","0","0","2058018","2058018","0","1371626","1371626","0","674530","674530","756519","257872","1014391","38830","13074","51904","41009","0","41009","368823","0","368823","0","0","0","170920","0","170920","114847","0","114847","7736981","4375120","12112101","A","0"
"170967","978366","0","978366","0","0","0","0","0","0","0","0","0","67534","238768","306302","11665","135801","147466","0","0","0","681987","33046","715033","35205","0","35205","31634","0","31634","865643","0","865643","0","0","0","31563","0","31563","0","0","0","2703597","407615","3111212","A","0"
"170976","264612938","0","264612938","449034","0","449034","235253711","2728381","237982092","0","0","0","64594910","174698916","239293826","233535","4882309","5115844","37802","227028","264830","9529101","92395392","101924493","1451016","16396269","17847285","45148105","4217389","49365494","111450353","0","111450353","712563384","0","712563384","20007566","0","20007566","0","0","0","1465331455","295545684","1760877139","A","0"
"171100","153515668","","153515668","50000","","50000","224657358","42036046","266693404","","","","14351313","85767618","100118931","445556","10379776","10825332","35749","2159216","2194965","4164990","41012306","45177296","475342","3015346","3490688","44780172","","44780172","143477469","","143477469","","","","7134475","0","7134475","","","","593088092","184370308","777458400","A",""
"171128","17431000","0","17431000","","","","38159000","1420000","39579000","","","","1062000","8073000","9135000","182000","1373000","1555000","0","0","0","1739000","4969000","6708000","","","","2336000","0","2336000","16011000","0","16011000","0","0","0","589000","68000","657000","","","","77509000","15903000","93412000","A",""
"171137","17314382","","17314382","8701","","8701","16862854","","16862854","0","","0","97952","2154147","2252099","1257","396377","397634","0","0","0","125","648091","648216","0","79228","79228","1936041","27589","1963630","1852987","0","1852987","0","0","0","609108","137992","747100","0","0","0","38683407","3443424","42126831","A","0"
"171146","13027578","","13027578","11069","","11069","15175918","","15175918","0","","0","26209","1856568","1882777","0","91851","91851","0","0","0","40029","1532057","1572086","","362074","362074","828533","141794","970327","997276","0","997276","0","0","0","366868","607122","973990","0","0","0","30473480","4591466","35064946","A","0"
"171155","2030006","0","2030006","","","","2466350","0","2466350","980160","0","980160","6990","1256484","1263474","47989","634553","682542","","","","200","49086","49286","","","","22593","0","22593","755219","0","755219","","","","150606","19195","169801","","","","6460113","1959318","8419431","A",""
"171225","1753745","0","1753745","","","","2270675","0","2270675","6981544","0","6981544","15750","651913","667663","0","232351","232351","","","","6892","27496","34388","14518","6873","21391","","","","740975","0","740975","","","","319879","6990","326869","","","","12103978","925623","13029601","A",""
"171234","1302191","0","1302191","","","","2099915","0","2099915","1287367","0","1287367","10345","1161552","1171897","256369","159890","416259","","","","2225","63237","65462","","","","","","","488064","0","488064","","","","143999","16810","160809","","","","5590475","1401489","6991964","A",""
"171298","5588019","","5588019","","","","","","","","","","","1338573","1338573","60597","","60597","","","","","","","","","","","","","864617","","864617","","","","51808","","51808","","","","6565041","1338573","7903614","A",""
"171304","3496713","0","3496713","","","","6036525","0","6036525","4182057","0","4182057","142784","1654263","1797047","0","505133","505133","0","6599","6599","65","126043","126108","","","","44851","0","44851","1313943","0","1313943","","","","267236","0","267236","270776","0","270776","15754950","2292038","18046988","A",""
"171359","3773923","0","3773923","0","0","0","196660","0","196660","0","0","0","0","1001862","1001862","0","613874","613874","0","0","0","474571","60751","535322","78164","22350","100514","0","0","0","977470","0","977470","0","0","0","27067","0","27067","0","0","0","5527855","1698837","7226692","A",""
"171395","1461053","0","1461053","","","","1900540","0","1900540","1078675","0","1078675","63439","856163","919602","162770","36356","199126","","","","9572","0","9572","0","35752","35752","","","","778913","0","778913","","","","121880","7511","129391","","","","5576842","935782","6512624","A",""
"171456","14418158","61838","14479996","","","","34831168","","34831168","","","","225066","5660928","5885994","","2386309","2386309","","","","28294","2934800","2963094","22152","113455","135607","2327967","326794","2654761","12223160","","12223160","","","","1168096","9958","1178054","","","","65244061","11494082","76738143","A",""
"171483","6176830","0","6176830","","","","5466952","0","5466952","2995456","0","2995456","200000","2059668","2259668","277727","835210","1112937","0","78445","78445","91","343225","343316","267241","0","267241","","","","2736395","0","2736395","","","","363263","307441","670704","28135","0","28135","18512090","3623989","22136079","A",""
"171492","16948369","0","16948369","","","","","","","","","","0","1893690","1893690","0","216151","216151","","","","985459","65097","1050556","629319","300681","930000","19698","0","19698","3981294","0","3981294","","","","1147138","92221","1239359","","","","23711277","2567840","26279117","A",""
