unitid,b011,b012,b013,b014,b021,b022,b023,b024,b031,b032,b033,b034,b041,b042,b043,b044,b061,b062,b063,b064,b071,b072,b073,b074,b081,b082,b083,b084,b091,b092,b093,b101,b102,b103,b111,b112,b113,b121,b122,b123,b131,b132,b133,b161,b162,b163,b191,b192,b193,b221,b222,b223,b235,b245,b255,b265,b275,bline05,bline14,bline15,bline17,bline20,bline21,bline18,part
"153366","3040779","230142","3270921","2177536","0","0","0","0","4294","351918","356212","190819","321787","18969","340756","183980","1550347","71342","1621689","846231","1732329","58615","1790944","1075184","992366","42024","1034390","523480","1548332","1426245","2974577","14000","0","14000","-157867","0","-157867","9046367","2199255","11245622","2507600","61087","2568687","0","0","0","0","0","0","11553967","2260342","13814309","4997230","1001759","0","0","5998989","295122","0","-3201","0","0","0","0","B"
"153375","3777455","71084","3848539","2802147","","","","","","","","","635204","16358","651562","321172","1249479","74316","1323795","666178","1216473","25926","1242399","702732","586450","550","587000","96321","781013","762186","1543199","268314","0","268314","","","","8514388","950420","9464808","987362","6527","993889","","","","","","","9501750","956947","10458697","4588550","1178893","","","5767443","334597","0","0","","","","","B"
"153384","8339945","1340596","9680541","7046818","0","214988","214988","64019","","","","","3349512","733368","4082880","1032199","3457952","514286","3972238","1905300","4443067","231405","4674472","2046772","2317349","11538","2328887","1023292","4759536","1420462","6179998","1692","127570","129262","","","","26669053","4594213","31263266","4833506","52261","4885767","","","","","","","31502559","4646474","36149033","13118400","3151459","","2709","16272568","1544979","","","","","","","B"
"153427","962889","","962889","669599","","","","","","","","","12383","","12383","","357876","4986","362862","271522","815878","","815878","358003","735732","","735732","47376","8552","1045677","1054229","","","","","","","2893310","1050663","3943973","","","","","","","","","","2893310","1050663","3943973","1346500","86109","","","1432609","","","","","","","","B"
"153445","8727376","782832","9510208","6790372","","","","","11995","2517922","2529917","9446","907428","","907428","574767","712119","","712119","536337","1154501","1086678","2241179","725827","1382230","206410","1588640","543477","","1552478","1552478","","","","","","","12895649","6146320","19041969","2185913","","2185913","","","","","","","15081562","6146320","21227882","9180226","1906656","28446","","11115328","365730","","","","","","","B"
"153472","8568442","1256187","9824629","6040457","","","","","","","","","1150575","","1150575","741392","857014","24144","881158","527380","1872634","202971","2075605","1139217","1577074","292639","1869713","561773","","2171578","2171578","","88087","88087","","","","14025739","4035606","18061345","2219711","","2219711","","","","","","","16245450","4035606","20281056","9010219","2052084","","","11062303","347587","","","","","","","B"
"153524","7713061","289414","8002475","5137581","","","","","","","","","386715","2196","388911","188278","892176","1979","894155","675482","1951225","302924","2254149","992484","740043","77954","817997","371437","","1605560","1605560","","","","","","","11683220","2280027","13963247","744068","2624318","3368386","","","","","","","12427288","4904345","17331633","7365262","1702683","","","9067945","296031","","","","","","","B"
"153533","5804878","1358264","7163142","4463900","","","","","","","","","614757","9918","624675","410623","693401","35982","729383","483092","1125285","453776","1579061","634902","1011689","","1011689","219778","","1704702","1704702","","","","","","","9250010","3562642","12812652","1953869","","1953869","","","","","","","11203879","3562642","14766521","6212295","1438898","0","0","7651193","528024","","","","","","","B"
"153551","765793","0","765793","541416","","","","","","","","","","","","","161163","0","161163","86222","","","","","","","","","0","132710","132710","","","","","","","926956","132710","1059666","","","","","","","","","","926956","132710","1059666","627638","108674","45","74","736431","","","","","","","","B"
"153603","114329314","2001743","116331057","86916789","14883868","82700690","97584558","64205747","8256684","36280656","44537340","27001640","30846755","160198","31006953","15290085","15802594","885022","16687616","7607008","21601350","156406","21757756","16924696","23701078","203868","23904946","10813108","7888776","13231322","21120098","10684004","5782712","16466716","8770757","683877","9454634","256765180","142086494","398851674","62160211","","62160211","","","","","24199626","24199626","318925391","166286120","485211511","228759073","50563491","","","279322564","9828334","4729351","1153053","","","","","B"
"153621","1478187","14913","1493100","1025724","","","","","","","","","281721","24828","306549","116056","1080518","111623","1192141","415854","1531387","36443","1567830","498648","626495","95310","721805","309407","864072","1099879","1963951","","","","","","","5862380","1382996","7245376","986005","0","986005","","","","","","","6848385","1382996","8231381","2365689","572842","","","2938531","171250","","","","","","","B"
"153630","8704669","1411040","10115709","6157181","","","","","","","","","969132","","969132","566693","844989","115272","960261","655478","1564631","685165","2249796","990267","1271404","178257","1449661","342973","","1921974","1921974","96519","360744","457263","","","","13451344","4672452","18123796","1404774","","1404774","","","","","","","14856118","4672452","19528570","8712592","","","","8712592","325762","","9734","","","","","B"
"153658","171919265","8792460","180711725","137555870","6957790","81928112","88885902","47242173","20796597","6273942","27070539","11105200","39067015","1858190","40925205","22480914","15635118","565112","16200230","10440814","18828958","3080871","21909829","7367154","30801968","","30801968","1043098","10082918","19939353","30022271","17371973","","17371973","10381895","3241974","13623869","341843497","125680014","467523511","75266763","","75266763","346348342","","346348342","","","","763458602","125680014","889138616","237235223","35448941","","","272684164","13586259","13752963","-6286687","38318100","","","1270246","B"
"153737","16530456","2079545","18610001","14747244","","","","","","","","","3292347","189688","3482035","1104534","2113753","895996","3009749","1658903","4561182","545255","5106437","2029789","2449397","","2449397","911457","","3812362","3812362","","","","","","","28947135","7522846","36469981","3089424","","3089424","","","","","","","32036559","7522846","39559405","20451927","4681019","","","25132946","523653","","","","","","","B"
"153816","600014","12245","612259","458582","4838","0","4838","4224","1045","0","1045","599","248710","0","248710","93267","382127","0","382127","195267","675217","24489","699706","250495","405372","1220","406592","47164","8048","149435","157483","19759","219","19978","","","","2345130","187608","2532738","129257","0","129257","","","","","","","2474387","187608","2661995","1049598","106270","0","7595","1163463","","","","","","","","B"
"153825","5700500","274001","5974501","4452575","11560","36956","48516","11660","27797","4538","32335","10390","973850","51895","1025745","263199","1592992","57657","1650649","907678","2718049","38559","2756608","1262466","1171312","20555","1191867","1002605","2302480","1295706","3598186","327200","0","327200","","","","14825740","1779867","16605607","4362333","56650","4418983","","","","","","","19188073","1836517","21024590","7910573","1782187","","","9692760","590425","416619","","","","","","B"
"153834","9671431","503552","10174983","6754366","54058","260037","314095","36671","97847","323454","421301","164911","1033838","138835","1172673","714121","2786550","161150","2947700","1394067","3451229","124185","3575414","1840028","1850258","55567","1905825","1078304","4350216","1689743","6039959","142677","0","142677","","","","23438104","3256523","26694627","6497123","165793","6662916","","","","","","","29935227","3422316","33357543","11982468","2376167","","","14358635","1003855","463778","","","","","","B"
"153861","2081998","0","2081998","887217","507935","789489","1297424","279547","219650","0","219650","0","907184","6073","913257","159843","128071","10551","138622","82659","2059401","148423","2207824","631616","1451955","40168","1492123","225583","3456095","350347","3806442","238746","102544","341290","","","","11051035","1447595","12498630","2776760","272952","3049712","","","","1254887","172776","1427663","15082682","1893323","16976005","2266465","469711","","","2736176","390786","39824","489915","","","","","B"
"153922","5352747","522274","5875021","4003300","34060","","34060","20426","","","","","1770145","","1770145","474519","899943","","899943","806622","1415277","629496","2044773","1060802","1430228","","1430228","467151","","2058481","2058481","","","","","","","10902400","3210251","14112651","1795456","","1795456","","","","","","","12697856","3210251","15908107","6832820","1564904","","0","8397724","354839","","","","","","","B"
"153931","2994307","256816","3251123","1989003","","","","","","","","","310270","25999","336269","214037","865624","62019","927643","430669","1616249","46846","1663095","660029","535428","8201","543629","130115","1019503","741680","1761183","145030","","145030","","","","7486411","1141561","8627972","944048","3639","947687","","","","","","","8430459","1145200","9575659","3423853","682321","","","4106174","81383","","","","","","","B"
"154004","3993256","0","3993256","2875845","0","0","0","0","0","0","0","0","398561","0","398561","187709","891246","0","891246","565848","2573580","58914","2632494","985550","884184","0","884184","287358","2833466","2657016","5490482","0","0","0","0","0","0","11574293","2715930","14290223","1828140","129525","1957665","0","0","0","0","0","0","13402433","2845455","16247888","4902310","896664","0","0","5798974","398561","0","0","0","0","0","0","B"
